ID,RT1,RMT11,N19461,MWA2,MWA1,MW1,MRG3,MR3,M9730,M6946,M6945,M5294,M3183,M3179,M3174,M24905,M24207,M24203,M22785,M22784,M22782,M11666,M11665,M10973,M03541,JM99,JM97,JM96,JM95,JM93,JM92,JM89,JM88,JM86,JM47,JM4432,JM3944,JM37,JM2935,JM24,JM21536,JM21530,JM21357,JM21271,JM21269,JM21268,JM210,JM20761,JM200,JM19758,JM19756,JM19751,JM19750,JM19749,JM19746,JM1913,JM1912,JM187,JM18590,JM170,JM168,JM167,JM166,JM165,JM163,JM1601,JM1598,JM1597,JM1596,JM158,JM157,JM156,JM155,JM15445,JM154,JM152,JM151,JM15026,JM15025,JM149,JM146,JM145,JM14452,JM14448,JM14417,JM14415,JM1420,JM134,JM11445,JM108,JM100,J7727,J5030,J3810,J3716,J20265,J17410,J17406,J17403,J17401,J17400,J16543,J16535,J16458,J16158,J15888,J15870,J13244,J11443,J11098,J10471,G41,G34,G27,G23,G13,EA2,CM952,CM933,CM862,CM861,CM860,CM675,CM674,CM6565,CM6540,CM6539,CM6523,CM3877,CM3795,CM3793,JM1600,JM153,JM14447,J17407,J13235,CM3663,CM3662,CM3661,CM3660,CM3652,CM3651,CM3644,CM3643,CM3642,CM3543,CM3542,CM2991,CM2988,CM2980,CM2822,CM2794,CM2748,CM21,CM16495,CM15246,CM12786,CM12785,CM11764,CM10563,CM10562,CM10561,CG1,CDT8,BSW14,CM16483,JM188,CM3713,JM205,CM6541,JM2205,J17402,JM91,M10967,M29961,MRG4,JM213
"Z CUR LM28 to LM38, ventro-distal maxillary edge (3) 4",-13.74614105,-14.49206543,-19.76562805,-14.486586,-14.92837677,-14.06278992,-15.7984314,-16.02616577,-5.634752274,-6.451982117,-4.21823349,0.689033985,-7.103505707,1.725855637,1.053901386,-2.435596275,-19.0043457,-14.93280029,-5.359808731,-4.583970261,-3.808081055,-0.388411665,1.456378365,1.342199898,-15.05982819,-13.91614075,-19.27673645,-19.67770233,-18.01781311,-18.0149826,-18.03246307,-14.42116089,-11.00894394,-17.82172852,-18.48749084,-13.80260468,-14.07783966,-19.00591278,-16.2462265,-13.6741272,-13.27938385,-19.24308014,-14.56259613,-14.98729248,-14.53814697,-13.61282349,-18.31311188,-14.22445374,-17.26130524,-14.62072601,-14.52822266,-1.524029064,-16.59492798,-14.24544373,-16.74669342,-14.04545898,-18.79059448,-17.43150635,-13.6831955,-19.15529327,-18.40318146,-19.48614197,-18.45149994,-19.74967346,-5.805610275,-14.69879456,-13.43115845,-16.27557526,-19.22937317,-18.29363098,-18.76660767,-17.49337463,-19.76978302,-14.90212097,-14.59266052,-20.88700562,-13.13470612,-14.65553436,-16.06584625,-18.21525421,-13.92757874,-13.87852173,-14.17385864,-14.08571014,-19.87333069,-18.7296524,-17.80312958,-18.6388031,-12.0681221,-18.38680573,-13.46124573,-13.48505554,-14.64566956,-15.27453918,-15.19116058,-19.13681488,-11.9379982,-13.64221802,-18.74281311,-17.1543808,-14.96024933,-18.50647888,-19.21662903,-20.78192596,-13.95296021,-18.99428406,-19.01590118,-19.19298248,-11.36305847,-18.30236053,-18.05697479,-14.36046448,-15.00792694,-15.13935089,-15.07875519,-14.99039307,-16.11744385,-5.629230881,-13.35088654,-13.61565399,-17.13098755,-17.6121582,-18.21673431,-17.84927216,-14.01761017,-17.29579926,-14.49371643,-5.907150269,-13.68604279,-20.75106812,-10.22094498,-10.8709877,-19.00108185,-14.3657074,-19.27509155,-19.03448486,-6.304617691,-12.80908203,-17.01628876,-15.83962708,-13.42402649,-12.74426804,-17.25345612,-16.40630035,-14.47295685,-12.15109177,-19.68642426,-20.06309662,-18.45244141,-17.38586426,-18.25475311,-5.316353989,-5.322263718,-17.82941895,-18.31311646,-14.997435,-6.151743317,-14.40718384,-13.20973663,-18.93844147,-18.58355713,-18.632901,-15.12858124,-14.4677887,-13.72940674,-6.353124237,-12.43835373,-18.3547348,-18.56759949,-12.62334747,-14.93151245,-13.77316742,-18.25385132,-1.345072269,-4.190277863,-14.64350128,-19.82129211
"X CUR LM28 to LM38, ventro-distal maxillary edge (3) 3",10.75208435,9.609255219,8.516803741,8.525598907,8.612625885,10.42235031,8.524755859,11.25841446,-7.964454651,-8.538253784,-6.480330658,-9.232901001,-8.29721756,-10.41446075,-9.720600891,-10.12188797,3.581048584,-4.316572952,-9.311579895,-8.632746124,-8.619682312,-10.49109573,-9.377507782,-11.25602036,-3.3072052,10.43975296,11.39153519,9.345915222,12.49709473,11.43746872,10.61264114,1.362228203,-11.33986664,11.37933807,11.21070709,8.549453735,11.9178154,-6.557292175,-7.276200104,0.775020981,10.39855347,9.571668243,10.07211914,10.99539566,10.05372772,10.04133072,11.9748642,8.883694458,10.28067703,11.40439682,9.711675262,-1.376824665,6.658604431,9.366615295,11.42542953,-0.693672991,11.38927002,12.93300934,9.783293152,11.35136261,10.62981415,11.71972427,11.44289398,10.49780502,-9.156681824,10.29149857,-7.933017731,5.276512527,10.45821762,10.38718491,10.84600754,11.45554123,12.23850861,10.27731934,-1.002641296,-6.264775467,0.928270817,10.45089798,10.07803345,12.41025162,9.762070465,0.887050533,12.18935699,12.53853455,11.38232574,10.99147339,10.8596138,10.87282791,1.098036766,12.02670364,1.015760612,9.644654846,9.754031372,10.51906128,9.708943176,11.86294937,1.414862919,8.630071259,10.64362183,11.25159988,11.84364395,10.4888649,12.05337143,-6.486595917,8.389596558,9.631970978,10.52926941,10.37816772,1.270210838,11.84755402,-7.440103912,9.60123291,9.737103271,10.24567719,9.119007111,8.77300415,7.706188965,3.061956406,-4.993235397,-7.785738373,2.084319878,3.82116394,3.307999039,3.66112709,-4.13982048,3.4740345,-6.071754074,2.600378799,-4.982093048,-2.793152809,3.157697868,1.044415092,10.21932678,11.56849899,-2.32621479,3.017945671,-0.162986529,-4.742084885,2.495181084,4.245181656,-7.004961395,-4.94250412,3.443013,5.678848267,-0.398931146,-7.896452332,3.801675034,3.443347549,2.959587669,2.954629135,4.353489304,1.104680443,3.092583466,3.823553085,2.809265518,12.37571335,2.229854012,-4.716044998,-6.553752136,2.663987732,3.217134094,1.498207664,10.98333206,10.45662766,9.638461304,-1.283411789,-5.099246979,3.576418686,10.45657043,-6.141284561,10.80907822,10.02479248,11.76804581,-15.79694824,-7.405277252,10.02388992,10.97539673
"Y CUR LM28 to LM38, ventro-distal maxillary edge (3) 3",-6.647951508,-6.106608963,-2.524537849,-6.123144531,-5.934936905,-6.256089401,-5.235955048,-5.083952713,-6.704854584,-6.640948486,-7.80460968,-11.79246902,-6.042605209,-12.80376129,-11.95495377,-6.462915802,-1.525218868,-3.413330841,-8.063808441,-7.914175415,-8.919817352,-11.21296234,-12.0351532,-12.41873779,-2.741600418,-6.321247482,-2.302924919,-2.286533165,-3.114364052,-2.992118073,-3.199220085,-4.861835861,-8.868756104,-3.035182762,-2.92385788,-6.302339172,-6.154228592,-13.46287842,-13.57202911,-5.85702095,-6.46636734,-7.041294861,-5.893775177,-5.583906555,-5.615506363,-6.832689667,-2.700073051,-6.191112518,-3.895086288,-5.542839813,-6.037129974,-16.01746216,-1.256462383,-5.930544281,-6.370624924,-5.574875259,-3.088741493,-3.304037857,-6.755366516,-2.3956213,-3.667253113,-2.39961338,-2.712426758,-2.502407646,-11.57414474,-5.745715714,-16.98966064,-5.87064743,-2.492194366,-3.001745605,-2.602637291,-3.391802216,-1.899583626,-5.70293808,-5.081753922,-13.15663452,-5.664485931,-5.98164978,-7.287757874,-2.874444199,-6.435613251,-5.602593613,-6.079469681,-6.007578659,-1.975501251,-2.768771744,-3.295355988,-2.858340645,-5.989601898,-2.599713898,-5.535158539,-6.966453552,-6.320931625,-5.742366791,-5.700874329,-2.448775291,-6.046513748,-6.813243103,-2.951857567,-3.689598846,-5.521366119,-2.983996964,-2.373772049,-12.96592407,-6.332744217,-2.923501587,-2.662179375,-2.523501396,-6.75484314,-2.792041016,-14.76255188,-6.150202179,-5.708594131,-5.299235535,-5.641165161,-5.934729385,-5.339332581,-6.728739166,-2.397670937,-2.019624901,-2.038915062,-1.526392841,-2.321291161,-2.311027336,-1.774849892,-1.803824234,-1.757447433,-7.130786133,-3.620000839,-11.66885834,-8.057556152,-6.698106384,-2.885485077,-6.008934784,-16.00149994,-17.98785706,-6.896657562,-2.724017143,-1.92701931,-5.147751236,-2.244816399,-2.294223404,-2.530846977,-2.956261444,-3.41343689,-2.572206306,-2.71136837,-1.071172905,-2.142924881,-2.851747513,-2.60937767,-7.245117188,-7.151594543,-1.29783783,-1.094667816,-10.96828842,-7.765409851,-4.337258148,-2.110847282,-1.11088419,-1.587812805,-1.327736855,-5.912829971,-6.408963013,-6.301692581,-6.414646149,-16.01895599,-2.769526672,-2.872740364,-2.61388855,-5.663515091,-6.606342316,-2.953605461,-10.82600479,-8.460397339,-5.952370071,-2.16237278
"Z CUR LM28 to LM38, ventro-distal maxillary edge (3) 3",-14.00813141,-14.62529755,-19.77510071,-14.7800354,-15.09025574,-14.41294098,-16.10380249,-16.3674408,-4.596075821,-5.379096985,-3.332388306,1.664910316,-6.125197601,2.82880249,2.009079552,-1.379214287,-19.78205109,-14.73605652,-4.444548416,-3.517353058,-2.806945038,0.604582977,2.378837967,2.247421265,-14.81214294,-14.1593277,-20.56307983,-20.90409088,-19.32296448,-19.27314301,-19.36069183,-15.70608063,-9.856570435,-19.02198181,-19.70986328,-14.04492493,-14.37177429,-20.10175171,-16.02797699,-14.89228973,-13.74252472,-19.64245453,-14.7548996,-15.32463379,-14.83783417,-13.94994965,-19.5696106,-14.72634583,-18.392453,-15.0901474,-14.99548035,-1.915459061,-16.6919693,-14.54808502,-16.72065125,-15.32363434,-19.9721283,-18.78740845,-13.99557953,-20.35812836,-19.68793335,-20.64561615,-19.85883331,-21.06516113,-4.574380875,-14.80906067,-13.34012909,-16.02949982,-20.52562103,-19.47719269,-20.2872757,-18.78286285,-20.97091217,-15.24718475,-15.86842651,-22.0388443,-14.45185394,-14.92001038,-16.37408295,-19.53569031,-14.05438385,-15.09624634,-14.47702789,-14.2407196,-21.21330414,-19.88789825,-19.12730255,-19.96297455,-13.44973145,-19.75572205,-14.73757172,-13.86213379,-15.05333252,-15.31971588,-15.34849396,-20.57660065,-13.21120605,-13.94188538,-19.95283203,-18.40570831,-15.43191528,-19.66992645,-20.50823212,-21.85858612,-14.18130951,-20.22416534,-20.35154572,-20.3894165,-12.63838348,-19.46817169,-19.15176239,-14.75560913,-15.35909271,-15.50254822,-15.36649475,-15.34385529,-16.42148132,-5.823976898,-13.14230957,-13.43446045,-17.84071655,-18.42148438,-19.01484833,-18.75985565,-13.84267731,-18.15079041,-14.34785614,-6.092033005,-13.38218231,-21.51158905,-9.499477386,-12.29981461,-20.21456757,-14.75562744,-19.29847565,-20.2569458,-6.467766571,-12.65941544,-17.81192474,-15.11600494,-13.39276276,-12.82713013,-18.01124268,-17.22613525,-15.57957764,-12.05107727,-20.39750366,-20.827005,-19.30732727,-18.17995148,-19.0745163,-5.514906693,-5.454893112,-18.66190491,-19.01762085,-13.9210083,-6.478344727,-14.11063385,-12.97016296,-19.74754028,-19.30318146,-19.40731354,-15.44617615,-14.72534027,-13.80827179,-6.512366486,-12.24132767,-19.09060211,-19.83116455,-12.50587234,-15.37056122,-14.02290649,-19.45945892,-0.403119087,-3.114981651,-14.90902405,-21.05910339
"X CUR LM28 to LM38, ventro-distal maxillary edge (3) 2",12.02111053,10.99057617,9.813374329,9.847489166,9.861888123,11.62633209,9.795627594,12.40310211,-7.780638885,-8.341513062,-6.189032364,-9.08819046,-8.201238251,-10.21168518,-9.589959717,-9.986260986,2.409269333,-5.487913513,-9.179000092,-8.479413605,-8.336645508,-10.50829391,-9.261426544,-10.99967728,-4.752705383,11.69791718,10.94202728,8.982535553,12.06461945,11.02066574,10.19769669,1.092363834,-11.10976105,11.05389862,10.68344116,9.824217224,13.15870514,-6.586828613,-8.410025787,0.535975075,11.57403183,10.77618713,11.32341919,12.2471344,11.40153122,11.38692398,11.54172287,10.00646133,9.908211517,12.63014603,10.97581558,-2.596685791,8.065063477,10.61233597,12.74418182,-1.110853958,11.01260834,12.62470093,11.12951736,10.66922302,10.17546463,11.23461685,11.0284935,10.07938156,-8.754949188,11.59875107,-9.412203979,6.614940643,10.0394516,9.793457031,10.3881813,11.02826691,11.87166519,11.56829987,-1.312292957,-6.123323441,0.557250261,11.58821716,11.40727768,12.02950668,11.1047493,0.545064926,13.37862854,13.82756958,10.93054123,10.48852158,10.36153183,10.34742279,0.710292816,11.60879669,0.653675604,10.96619873,10.97803421,11.7707756,11.01799545,11.55042801,1.074726582,9.898027039,10.23557663,10.87980728,13.0564621,10.02458496,11.59731598,-6.320373535,9.838188934,9.140761566,9.992566681,9.92480011,0.996701241,11.33030624,-7.559636688,10.68574524,10.94208984,11.40148849,10.38388672,9.922812653,8.93214035,4.338114166,-6.249820328,-8.987825012,0.688469648,2.614414406,2.181389618,2.460261154,-5.464305496,2.275724983,-7.410475159,3.927088928,-6.030511093,-3.583518982,4.25458107,0.776267862,9.873111725,12.87509155,-0.957586765,2.814803505,1.226109219,-6.06628685,1.138472843,5.420085144,-8.323578644,-6.198846817,2.248817825,4.556096268,-1.036721134,-9.118188477,2.487987709,2.372659111,1.777794838,2.003917503,3.247099304,2.298998833,4.341645813,2.57218647,1.571094036,12.92967987,3.388316345,-5.912664413,-7.784300232,1.498769188,2.20252018,0.494985771,12.20612411,11.72774429,10.73697128,-0.092182076,-6.421836853,2.451984596,9.975911713,-7.385355377,11.99630432,11.23501053,11.43569107,-15.6366394,-7.247477722,11.39666901,10.42425537
"Y CUR LM28 to LM38, ventro-distal maxillary edge (3) 2",-6.660241699,-5.935416031,-2.45281601,-6.031515121,-5.740422821,-6.097773361,-5.119743347,-4.881442261,-7.552246094,-7.64105835,-8.654924011,-12.80259552,-6.940008545,-13.74406128,-12.92869873,-7.497519684,-1.271507549,-3.812165451,-8.934113312,-8.938185883,-9.890190887,-12.14213409,-12.92963867,-13.45077057,-3.266264725,-6.166637802,-1.796501732,-1.726029968,-2.481666565,-2.406833649,-2.726753426,-4.3570961,-9.786843109,-2.461528015,-2.284074402,-6.20624733,-6.064081955,-12.45584335,-13.0122345,-5.2560215,-6.234185791,-6.830551147,-5.82049675,-5.47279129,-5.52272377,-6.793927002,-2.064811516,-6.029770279,-3.410837173,-5.367505646,-5.950156784,-15.76117859,-1.253600025,-5.852824402,-6.481119537,-5.032086563,-2.468160057,-2.810576439,-6.707055664,-1.900043106,-3.111454582,-1.885201836,-2.09931469,-1.974908066,-12.32959671,-5.614280319,-16.52912445,-6.096797562,-2.064836884,-2.473319054,-2.115541458,-2.759260941,-1.367538929,-5.473508835,-4.391760254,-12.13878479,-5.107316971,-5.869976044,-6.98626709,-2.414785576,-6.310643005,-4.98298645,-5.897525787,-5.911214066,-1.406878662,-2.189221001,-2.693701744,-2.42501049,-5.410645676,-2.150124741,-4.931647491,-6.886636353,-6.250260544,-5.667229843,-5.654072571,-1.994132614,-5.564389038,-6.869274902,-2.446207809,-3.01909771,-5.283368683,-2.515694046,-1.889972878,-11.93545685,-6.302495956,-2.426185799,-2.166355896,-2.00716877,-6.218727493,-2.309276009,-13.78583984,-6.090773773,-5.568568039,-5.123167419,-5.558460236,-5.805060959,-5.276006317,-6.557048035,-2.790865707,-2.332546234,-1.871055031,-1.237701225,-2.110289955,-2.031593323,-2.1223423,-1.575023174,-2.174884987,-7.15582962,-3.979163742,-10.70085678,-8.521896362,-6.24692421,-2.294132805,-5.931009293,-16.07902679,-17.30137787,-6.757495117,-3.039090538,-1.723800659,-5.184641647,-2.543575096,-2.637464142,-2.336152267,-2.738663101,-3.141227913,-3.212943268,-2.549194908,-0.881771183,-1.832380486,-2.645080376,-2.34262886,-7.138287354,-7.047698212,-1.029964542,-0.794297886,-11.51630402,-7.656189728,-4.684588623,-2.457244682,-0.91875782,-1.254247093,-1.011848068,-5.704739761,-6.31149559,-6.313456345,-6.326172638,-15.53202209,-2.626803017,-2.326228523,-2.918877411,-5.425863647,-6.473695374,-2.383572769,-11.88216248,-9.376919556,-5.912853622,-1.648743629
"Z CUR LM28 to LM38, ventro-distal maxillary edge (3) 2",-14.5032486,-14.88059998,-20.14741211,-15.15823517,-15.65513763,-14.8745636,-16.63211517,-16.86130371,-3.691494751,-4.386402512,-2.587609482,2.566219902,-5.18222847,3.788945389,2.880896568,-0.30608139,-20.44547119,-14.44929352,-3.624048615,-2.568553162,-1.904330254,1.480004978,3.247159576,3.220936966,-14.45053253,-14.72081757,-21.74359741,-22.01988373,-20.61848145,-20.54169922,-20.56722565,-16.86138,-8.780896759,-20.24826355,-20.8862793,-14.51750183,-14.84949799,-20.9155365,-15.77738495,-16.02841949,-14.17191162,-20.38287048,-15.17468109,-15.91096344,-15.39791565,-14.46374969,-20.78937836,-15.34833527,-19.48705292,-15.61268463,-15.55572205,-2.324015236,-16.93668976,-15.10930328,-16.88367615,-16.61737823,-21.1519516,-20.05301971,-14.38939972,-21.4858902,-20.93758545,-21.72047272,-21.1144989,-22.29427795,-3.477644348,-15.18537445,-13.14701538,-15.69954071,-21.73950958,-20.60019684,-21.62529449,-19.93490906,-22.16193695,-15.8371521,-17.22332001,-22.93208771,-15.80039063,-15.31721039,-16.71292267,-20.73834839,-14.47599792,-16.25187683,-14.92921753,-14.75282288,-22.44382172,-21.07057953,-20.40569611,-21.07992096,-14.81134033,-20.89588318,-16.04840088,-14.21048279,-15.6202301,-15.63729858,-15.67450714,-21.83080902,-14.3506958,-14.51561584,-21.10971985,-19.59467773,-15.99062805,-20.71938477,-21.58046265,-22.6923172,-14.5137085,-21.34351807,-21.53722229,-21.53154449,-13.81550903,-20.63066711,-20.06924591,-15.23286133,-15.89253082,-15.85583344,-15.8882843,-15.93212891,-16.93313751,-6.146198273,-12.89497833,-13.15059814,-18.45881805,-19.11052704,-19.63162689,-19.48599854,-13.53265228,-18.86572723,-14.16074066,-6.537820435,-13.04550018,-22.12286072,-9.050844574,-13.57688293,-21.3304306,-15.33473511,-19.47563324,-21.449263,-6.85381012,-12.44489517,-18.42920532,-14.38958282,-13.24601288,-12.73415527,-18.59463043,-17.88340302,-16.63512573,-11.84477539,-20.94089203,-21.45405273,-20.09615326,-18.89410095,-19.82904663,-5.835954285,-5.724342728,-19.30829468,-19.60219269,-12.79792633,-7.008758545,-13.71811371,-12.75937653,-20.41704559,-19.96053009,-20.0328537,-16.06234894,-15.06661987,-14.29093018,-6.871589661,-12.08449173,-19.69767151,-20.92357941,-12.33422318,-15.97127686,-14.52043762,-20.63759308,0.446973038,-2.1489254,-15.22025299,-22.22295227
"X CUR LM28 to LM38, ventro-distal maxillary edge (3) 1",13.38701477,12.33071518,11.12491302,11.16373444,11.15525055,12.81663055,11.08043747,13.52852783,-7.620622253,-8.184004211,-5.944989395,-8.951377869,-8.081382751,-9.903064728,-9.407504272,-9.870451355,1.181707478,-6.776339722,-9.043154907,-8.374892426,-8.051779175,-10.45956268,-9.151109314,-10.70304642,-6.067337799,12.89438324,10.48635101,8.515747833,11.64978485,10.45611801,9.717831421,0.692422771,-10.83431549,10.51722107,10.24237061,11.08226776,14.30159302,-6.593627167,-9.485739899,0.178892875,12.67265778,12.07338181,12.59844284,13.60218506,12.72055283,12.70103226,11.03625107,11.27287903,9.527891541,13.75399323,12.22797775,-3.831293869,9.460011292,11.79458923,14.13451996,-1.553250313,10.56791382,12.34392471,12.40305786,10.13286209,9.756090546,10.79340134,10.62669525,9.505931854,-8.217241669,12.98305359,-10.848246,7.978566742,9.542529297,9.191551971,9.901328278,10.5627121,11.55176849,12.71809769,-1.77724762,-5.993007278,0.162180793,12.82793732,12.72357101,11.63730392,12.56007233,0.19948827,14.60693054,15.12841339,10.44653091,9.893791199,9.82628479,9.81855011,0.285602808,11.09909134,0.261931944,12.17181625,12.21391983,13.11743622,12.36838684,11.1040062,0.75379467,11.10082092,9.872801208,10.46654663,14.31227264,9.474648285,11.01721954,-6.166764069,11.21042633,8.657626343,9.399893951,9.368251038,0.765831661,10.84588165,-7.737075043,11.79195633,12.15463409,12.66749191,11.6840538,11.20437088,10.26146622,5.660403061,-7.451808167,-10.2342041,-0.474269342,1.42102108,1.014558601,1.369501495,-6.850518799,1.092265511,-8.753720093,5.283657837,-7.160860443,-4.297972488,5.510203934,0.522702789,9.318284607,14.23368225,0.462406015,2.457842445,2.615979195,-7.290041351,-0.195713711,6.542189026,-9.648971558,-7.531147766,1.070667839,3.437905502,-1.624283218,-10.41674118,1.1888587,1.320314407,0.620867491,0.960340023,2.144791985,3.51428566,5.594761276,1.317710876,0.334549928,13.46815338,4.682331848,-7.037051392,-9.002348328,0.28624382,1.095545578,-0.62653017,13.43290863,13.01537628,11.98732376,1.191044235,-7.727492523,1.27856245,9.508235931,-8.796916962,13.10325623,12.3809288,11.09281387,-15.45589294,-7.15124588,12.78994751,9.825176239
"Y CUR LM28 to LM38, ventro-distal maxillary edge (3) 1",-6.623658752,-5.861101532,-2.392195702,-6.022663879,-5.617877579,-6.018141174,-4.973193741,-4.712701035,-8.546807861,-8.693530273,-9.575759888,-13.79565582,-7.901419067,-14.7892395,-13.96957397,-8.519540405,-1.094063473,-4.223643875,-9.857953644,-9.984480286,-10.81637955,-13.09371033,-13.88911743,-14.45493317,-3.738609314,-6.068787003,-1.411248779,-1.238524914,-1.916494942,-1.895401764,-2.192171288,-3.818346786,-10.66894073,-1.998040581,-1.660562325,-6.088177872,-5.948477554,-11.3762146,-12.47216949,-4.699603653,-6.066984177,-6.603408051,-5.779166794,-5.320928955,-5.480882263,-6.840005493,-1.533482742,-5.846102524,-2.953422928,-5.224308395,-5.880836105,-15.42103424,-1.329804993,-5.828875351,-6.597506714,-4.554330826,-1.913663292,-2.30453434,-6.696045685,-1.42342062,-2.545284271,-1.361170197,-1.562443352,-1.457784653,-13.20729675,-5.550244141,-15.92539215,-6.403369904,-1.588644886,-2.025144386,-1.598523712,-2.310619926,-0.922811413,-5.26236763,-3.74922905,-10.97201157,-4.688595581,-5.730238724,-6.678190613,-1.913682365,-6.237469482,-4.352828217,-5.689887619,-5.808950043,-0.874032021,-1.627622986,-2.215483856,-1.930097198,-4.928454971,-1.744139862,-4.45110321,-6.885364532,-6.154747772,-5.611301804,-5.596477509,-1.525151825,-5.155608749,-6.905822754,-2.011226463,-2.44379425,-5.094758606,-2.083891869,-1.405402184,-10.81578445,-6.405297852,-1.979001617,-1.706409836,-1.465152454,-5.725359726,-1.97498455,-12.75399551,-6.010271835,-5.434191513,-4.997164536,-5.480546188,-5.746091461,-5.281313705,-6.372542572,-3.149910164,-2.722084427,-1.730385017,-0.938681221,-1.868335152,-1.780433083,-2.509785652,-1.352344799,-2.563025093,-7.153083038,-4.409539795,-9.787643433,-9.058778381,-5.865491104,-1.764645004,-5.80766983,-16.20465698,-16.58305511,-6.606954956,-3.395876312,-1.611156845,-5.189739609,-2.858631897,-2.945892715,-2.098953438,-2.530982208,-2.774702454,-3.814511871,-2.338916206,-0.784585667,-1.614360619,-2.504051971,-2.148757935,-7.05508728,-6.92440033,-0.756218338,-0.609529829,-12.07116776,-7.566644287,-5.068244171,-2.836535263,-0.704044771,-0.98105135,-0.715489578,-5.532138824,-6.252386093,-6.380398178,-6.304215622,-15.06678467,-2.422391319,-1.824932861,-3.205738068,-5.233685303,-6.332028961,-1.852968025,-12.84828949,-10.25929794,-5.792300797,-1.067577362
"Z CUR LM28 to LM38, ventro-distal maxillary edge (3) 1",-15.02102051,-15.2381012,-20.46773376,-15.57974854,-16.16134491,-15.37470245,-17.25478058,-17.41313324,-2.735117912,-3.383594131,-1.791988373,3.48170433,-4.265433502,4.665356827,3.734188461,0.642316914,-21.07892761,-14.24085388,-2.831661224,-1.659343147,-0.930356693,2.345108414,4.062913513,4.216233444,-14.1331955,-15.32220612,-22.86571503,-23.15952911,-21.71906738,-21.82184296,-21.85813751,-18.15837708,-7.864221191,-21.45515289,-22.11072235,-15.03755188,-15.43786774,-21.75466003,-15.50279388,-17.31346283,-14.681604,-21.16038513,-15.56987,-16.48479004,-16.02940216,-14.97870331,-21.86469727,-15.98521729,-20.63907013,-16.17492981,-16.18219299,-2.97663002,-17.26820831,-15.65081787,-17.05182495,-17.8378006,-22.42545776,-21.33942413,-14.80888062,-22.70937958,-22.18703918,-22.99226074,-22.32222595,-23.51683807,-2.255501366,-15.55011902,-12.89895477,-15.33872375,-22.96017761,-21.69562378,-22.88881683,-21.05971375,-23.39389496,-16.26793823,-18.40988617,-23.96841888,-16.98521881,-15.72658539,-17.12327423,-22.07489471,-14.9240036,-17.48759766,-15.4431427,-15.35631409,-23.71447144,-22.29389191,-21.60930634,-22.21083527,-16.12663574,-22.09555054,-17.32993622,-14.71095886,-16.19064941,-16.03053284,-16.06044159,-23.0576828,-15.64078827,-15.0111969,-22.25464172,-20.83414917,-16.68236694,-21.91199341,-22.86305084,-23.54432831,-15.02341614,-22.48326721,-22.74055481,-22.6810379,-14.9402298,-21.79722595,-20.95552368,-15.69359131,-16.44497375,-16.32987061,-16.38656464,-16.43765717,-17.39317322,-6.544870758,-12.70741806,-12.91981659,-19.02574005,-19.82670135,-20.42207947,-20.1490509,-13.27324829,-19.59446259,-14.05222778,-6.93553772,-12.62067871,-22.67166138,-8.483550262,-14.95179443,-22.48856812,-16.08409576,-19.7745285,-22.61419525,-7.241255188,-12.21677628,-19.16703339,-13.73150177,-13.11457367,-12.6547081,-19.21886292,-18.67099609,-17.65951691,-11.68846207,-21.51695557,-22.05784302,-20.76197815,-19.62495575,-20.60909576,-6.279883575,-5.988480377,-19.94921875,-20.22186127,-11.57853622,-7.549438477,-13.43868713,-12.5096962,-21.07033234,-20.62353058,-20.74905853,-16.54917297,-15.42000885,-14.76539154,-7.244216156,-11.84291077,-20.30960846,-22.08517303,-12.21228409,-16.50219574,-14.98896637,-21.82023773,1.270541096,-1.241146374,-15.81642914,-23.42708435
